Pattern Name,OM,Burst Length,FSN,Start Address,Data,R/W,Opcode
TX_DSA_0_REFE8_10_12_14,1,0,0,0x4112,0x85,w,
,1,0,0,0x410F,0x4,w,
,1,0,0,0x5112,0x85,w,
,1,0,0,0x510F,0x4,w,
,1,0,0,0x6112,0x85,w,
,1,0,0,0x610F,0x4,w,
,1,0,0,0x7112,0x85,w,
,1,0,0,0x710F,0x4,w,
,1,0,0,0x4114,0x20,w,pulse_signal(event0)
,1,0,0,0x5114,0x20,w,
,1,0,0,0x6114,0x20,w,
,1,0,0,0x7114,0x20,w,
