Pattern Name,OM,Burst Length,FSN,Start Address,Data,R/W,Opcode
TX_CP1_RFFE0_EXT_PhaseRX,1,0,0,0x10E,0x11,w,Trig;pulse;Wait 1000
,1,0,0,0x10F,0x4,w,
,1,0,0,0x10E,0x11,w,
,1,0,0,0x10F,0x5,w,
,1,0,0,0x10E,0x11,w,
,1,0,0,0x10F,0x6,w,
,1,0,0,0x10E,0x11,w,
,1,0,0,0x10F,0x7,w,
,1,0,0,0x10E,0x13,w,
,1,0,0,0x10F,0x4,w,
,1,0,0,0x10E,0x13,w,
,1,0,0,0x10F,0x5,w,
,1,0,0,0x10E,0x13,w,
,1,0,0,0x10F,0x6,w,
,1,0,0,0x10E,0x13,w,
,1,0,0,0x10F,0x7,w,
